,building_name,building_price,building_beds,building_baths,redfin_estimates,building_location,property_type,property_size,property_story,walking_score,transit_score,bike_score,building_description,building_website
262,"""9255 Shore Rd Unit 1A""","""$340,000""","""1Bed""","""1Bath""","""$335,582""","""Brooklyn,NY""","""Condo/Co-op""",NA,—,"""76""","""78""","""75""","""BRAND NEW AND NEVER BEEN LIVED IN ONE BEDROOM CO-OP RIGHT ON SHORE ROAD. This apartment features a custom kitchen with stainless steel appliances, including dishwasher, Quartz countertops, and plenty of cabinets. Open floor plan throughout the apartment. The king sized bedroom has high ceilings and plenty of closet space. Fully renovated tiled bath with brand new fixtures. New floors throughout, high hat lighting, & video Intercom. Laundry located in the building and live in super. Step outside and enjoy the waterviews as you walk down Shore Road. Close to all amenities in Bay Ridge, express bus to the city on the corner!""",https://www.redfin.com/NY/Brooklyn/9255-Shore-Rd-11209/unit-1A/home/173637466
263,"""124-05 25 Rd""","""$950,000""","""4Beds""","""3Baths""","""$930,666""","""Flushing,NY""","""Multi-Family (2-4 Unit)""","""2,268""","""2""","""73""","""58""","""49""","""A 3-family building in College Point, Queens, offers an excellent opportunity to have rental income on your primary residence. Upstairs is a three-bedroom apartment with a living room, dining room, balcony, and eat-in kitchen over a studio apartment and a one-bedroom apartment.   The building has a full basement with laundry, along with plenty of storage space. The property does need some TLC and is currently fully occupied with month to month tenants that pay on time.  The property has parking for 2 – 3 vehicles and has ample outdoor space with side, back, and front yards.  Close to Queens Botanical Garden, Kissena Park, and several major highways.""",https://www.redfin.com/NY/Flushing/124-05-25th-Rd-11354/home/20869805
264,"""Unit at 420 W 25th St""","""$1,325,000""","""1Bed""","""2Baths""",NA,"""New York,NY""","""Condo/Co-op""","""1,257""","""9""","""99""","""100""","""94""","""Loft 25 is a prewar boutique condominium built in 1912 located in the heart of West Chelsea; the true definition of loft-living in NYC!  This gracious 1250+ sf one bedroom, two full-bathroom home has an expansive open kitchen, living and dining area, just perfect for entertaining!  The residence boasts soaring 12-foot ceilings and over-sized windows, enjoying southwest exposures - with southern sunlight throughout the day and western sunsets in the evening. The chic, Italian-designed, custom-made glass Schiffini kitchen includes a vented hood, double Liebherr refrigerator / freezers, a 4-burner gas range, oven, dishwasher all by Bosch and an Asko washer/dryer. The large and gracious master suite is complete with a walk-in closet/dressing room and a sleek master bath. The apartment also includes a private storage unit with the sale. The Building's abundant services and amenities include a 24-hour doorman, live in super, a fully-equipped gym with two Peloton bikes, a screening room, courtyard garden, and a 5000+/- square foot roof deck!  The deck includes 3 gas grills, a shower, and panoramic sweeping city views including the Hudson River. A true an entertainer's dream- Pets welcome!""",https://www.redfin.com/NY/New-York/420-W-25th-St-10001/home/45205232
265,"""2461 E 29 St Unit 3M""","""$359,000""","""3Beds""","""1Bath""",NA,"""Brooklyn,NY""","""Condo/Co-op""",NA,—,"""92""","""73""","""63""","""Legal Three Bedrooms converted to two , can be easy converted back , all rooms are separated , huge eat in kitchen with window ( combination with living room , former living room used as bedroom , plus two bedrooms separated , must see to believe""",https://www.redfin.com/NY/Brooklyn/2461-E-29th-St-11235/unit-3M/home/40662697
266,"""36 Seneca Ave""","""$649,000""","""3Beds""","""2Baths""","""$628,330""","""Staten Island,NY""","""Single Family Residential""","""1,912""","""2""","""59""","""62""","""55""","""Public Remarks: Lovely 3 bedroom home offers tremendous potential with some upgrades  &  a little TLC. Library, den or family room with wood-burning fireplace, Living room, dining room, eat-in kitchen. Three extra-large bedrooms easily converted to 4 to accommodate a growing family! Full semi-finished high  &  dry basement w/ fireplace, full bath  &  utilities. 2 Car Detached Masonry Garage offers tremendous storage space, work shop area or keep your vehicles safe  from the elements year round! This property can be purchased with 30 Seneca Avenue for your family or a three (3) home 12000 sf project. (Kindly consult your architect. )""",https://www.redfin.com/NY/Staten-Island/36-Seneca-Ave-10301/home/56132171
267,"""30 Seneca Ave""","""$639,000""","""3Beds""","""2Baths""","""$622,451""","""Staten Island,NY""","""Single Family Residential""","""1,360""","""1""","""59""","""62""","""55""","""Public Remarks: Charming home perfect for those who prefer all on one floor or looking to renovate/expand into a forever home! Open floor plan with wood-burning fireplace  &  lovely sun porch off the dining room. Eat-in kitchen with entrance to yard. High  &  dry full finished basement with wood-burning fireplace, 3/4 bath; wet bar, laundry/utility area  &  workshop. This property can be purchased with 36 Seneca Avenue for your extended family or a three (3) home 12000 sf project. (Kindly consult your architect. ) .""",https://www.redfin.com/NY/Staten-Island/30-Seneca-Ave-10301/home/56104154
268,"""78 -09 21st Ave""","""$899,000""",NA,NA,NA,"""Queens,NY""","""Single Family Residential""","""1,732""","""2""","""84""","""72""","""54""","""Welcome home to this bright and spacious townhouse in Jackson Heights. This legal 2-unit property offers great flexibility for the growing household with over 2,600 square feet of indoor and outdoor living. The ground floor features bay front windows in the south-facing living room, a formal dining room with backyard access, and windowed kitchen, plus a powder room for convenience and ease. The upper floor boasts 2 large bedrooms and a 3rd bedroom suitable for a home office or nursery, full windowed-bathroom with shower/tub combination for flexible use. There is ample closet space throughout, plus the bonus garden level income-producing apartment with washer/dryer hookup. There is a lovingly-maintained backyard with flowering and peach trees, plus a driveway for convenient off-street parking. The neighborhood offers a variety of shopping and dining options nearby, plus multiple bus lines for easy access to subways, downtown Astoria and beyond.""",https://www.redfin.com/NY/Flushing/78-16-21st-Ave-11370/home/20944012
269,"""Unit at 557 Hart St""","""$535,000""","""1Bed""","""1Bath""",NA,"""Brooklyn,NY""","""Condo/Co-op""","""17,902""","""5""","""97""","""99""","""87""","""Surround yourself in all-new everything in this beautifully designed one-bedroom, one-bathroom condominium in sought-after Bushwick. Spanning 629 square feet, this new-construction home features wide-plank oak floors, extra-tall ceilings and wide art walls throughout. Enjoy a generous footprint for seating and dining areas in the large, open living room. The adjacent chef's kitchen awaits your culinary skill with sleek countertops, lacquer and wood cabinetry, and a suite of upscale stainless steel appliances, including a gas range and microwave by Bertazzoni, Liebherr refrigerator and Bosch dishwasher. In the king-size bedroom, you'll find a wide reach-in closet, and the lavish bathroom is equipped with frameless sliding shower doors, a Robern medicine cabinet with integrated lighting, and Kohler fixtures. A coat closet, an in-unit Bosch washer-dryer and an LG HVAC system add convenience and comfort to this pristine Brooklyn home. LIV @ HART is a beautiful new condominium where residents enjoy a virtual doorman, elevator, bike room and garage parking available for purchase. The pet-friendly building includes a breathtaking lounge with designer finishes, multiple seating areas, Wi-Fi, cable and a bathroom. There's also a lovely common courtyard and a glorious roof deck with iconic skyline views that stretch all the way to One World Trade. Located one block from Myrtle Avenue, this home is in the heart of the vibrant Bushwick art scene. Acclaimed Roberta's restaurant and The BogArt building are less than a mile north, with fantastic nightlife and dining venues in between. Maria Hernandez Park provides leafy open space just three blocks away. The J/Z and M trains, excellent bus service and CitiBike stations put the rest of the city within easy reach.""",https://www.redfin.com/NY/Brooklyn/557-Hart-St-11221/home/148720712
270,"""Unit at 505 W 43rd St""","""$1,075,000""","""1Bed""","""1Bath""",NA,"""New York,NY""","""Condo/Co-op""",NA,—,"""99""","""100""","""95""","""Immediate Occupancy!  The exclusive Charlie West is a 16-story new development condominium that provides residents with an elevated, boutique lifestyle across 2 separate towers with only 5 units per floor and an exceptional amenity package. World-renowned ODA Architects and award-winning designers Lemay  &  Escobar combined to conceive this masterpiece located at 505 West 43rd Street and deliver the most unique building within 50 blocks! Beyond incredible price points, these luxurious residences boast efficient layouts, amazing natural light from floor-to-ceiling windows, high-end finishes, and private outdoor spaces complementing many.  Residence 3L is an impeccably designed and spacious, 1 bedroom, 1 bath home highlighted by a huge, open living area measuring  25' long and luxurious, contemporary finishes.  Charlie West welcomes residents and visitors with a grand, double-height lobby boasting several sitting areas, a charming library, intimate fireplace and 24-hour doorman. Nestled between the 2 towers is an impeccably maintained garden courtyard providing a private oasis to get outdoors and unwind. The garden is adjacent to a gorgeous heated pool with locker rooms. The amenities, totaling over 6,000 SF, also include a state-of-the-art fitness center, curated library, children's playroom, bike storage, and breathtaking furnished outdoor roof terrace.  The prime address is 2 blocks from the West Side Highway, Times Square, Port Authority, and all subways and buses as well as 5 blocks from Midtown and a short walk from Hudson Yards. From dining to grocers, all the necessities are in close proximity. And with the transformative Hudson Yards only blocks away, it is easy to take advantage of attractions like The Vessel as well as the best restaurants and retail anywhere in the city at the Shops at Hudson Yards from Charlie West's perfect, centralized location.  Renderings in our website may be artistic illustrations. The inclusion of furniture, furnishings, fixtures and decorations in the renderings of units and common areas are for illustrative purposes only. All units are being offered unfurnished. Sponsor makes no representation that the fit-out of any common areas will be as set forth in these renderings and sponsor makes no representation concerning the views from any unit or common area. Sponsor: 1818 Nadlan LLC. 311 W 43rd Street, 5th Floor, New York, NY, 10036. The complete offering terms are in an offering plan available from sponsor. File No. CD 16-0304""",https://www.redfin.com/NY/New-York/505-W-43rd-St-10036/home/145283228
271,"""Unit at 505 Court St""","""$1,450,000""","""3Beds""","""2Baths""",NA,"""Brooklyn,NY""","""Condo/Co-op""","""1,507""","""10""","""96""","""100""","""93""","""Rarely available, understated luxury loft located in Brooklyn's most desirable neighborhood, Carroll Gardens. Apartment 1J is the only loft of its kind in the building. Spanning over 1507 SF, this 3 bedroom, 2 bathroom home has sought after features like soaring 12' ceilings, huge 8' steel framed picture windows, endless storage W/ D in unit and the private backyard oasis you have been dreaming of. This home is flooded with natural sunlight and features dual exposures, facingSouth and East. This quiet and massive loft has a chef's kitchen, original hardwood floors, walk-in closet, and a stunning, private, 1096SF backyard oasis. 505 Court street is Carroll Gardens premier luxury building featuring 24 hour door man, elevators, newly renovated gym, laundry room, bike room, cold storage and massive court yard. Steps away from some of the best dining options in all of Brooklyn including Buttermilk Channel, Court Street Grocer's, Frankie's, F and F, and Lucali. Minute's walk from both the F and G metro lines, as well as the newly-opened St Mary's playground!  Currently zoned for PS 58.""",https://www.redfin.com/NY/Brooklyn/505-Court-St-11231/home/40655204
